Topic,Words,Frequency,Timestamp,Name
298,"icelandic, adaptability, 590, school, adultery",7,2022-01-02 17:45:36,298_icelandic_education_children_school
299,"tomorrow, exhausted, sitting, strengthened, decree",2,2022-01-02 17:45:36,299_item_tomorrow_document_decree
301,"answer, thank, much, very, minister",8,2022-01-02 17:45:36,301_answer_thank_much_very
302,"gonna, case, costing, decommissioned, hanging",5,2022-01-02 17:45:36,302_case_finish_gonna_finished
303,"welfare, institution, filled, looks, rich",2,2022-01-02 17:45:36,303_welfare_jobseekers_systems_system
304,"explanation, speak, ask, vote, you",4,2022-01-02 17:45:36,304_explanation_speak_ask_vote
306,"epidemic, projection, expected, cautious, 74",2,2022-01-02 17:45:36,306_gdp_growth_percent_nadef
307,"remaining, excluded, amendments, amendment, therefore",11,2022-01-02 17:45:36,307_excluded_remaining_amendment_amendme...
308,"wave, appreciated, nations, compared, countries",1,2022-01-02 17:45:36,308_nations_international_reactor_nation
311,"denmark, organizational, adjustments, efforts, sweden",1,2022-01-02 17:45:36,311_denmark_danish_refuge_prime
312,"inquiry, thank, senator, you, for",4,2022-01-02 17:45:36,312_inquiry_thank_senator_you
313,"approve, annex, doesn, followed, senate",4,2022-01-02 17:45:36,313_approve_annex_doesn_followed
314,"serious, younger, distress, words, very",4,2022-01-02 17:45:36,314_serious_disinformers_seriousness_ser...
316,"islands, island, consumes, japan, greek",2,2022-01-02 17:45:36,316_islands_island_western_beer
317,"treat, deserve, rights, cancer, greatest",3,2022-01-02 17:45:36,317_rights_enjoy_marchionne_šk
318,"vaccinate, italians, vaccinated, convince, medicine",2,2022-01-02 17:45:36,318_covid_vaccination_vaccinated_vaccine...
319,"institute, foreign, homepage, directs, individually",5,2022-01-02 17:45:36,319_institute_foreign_applications_homep...
320,"names, tray, confusing, pool, sun",5,2022-01-02 17:45:36,320_weren_names_name_chats
321,"appointed, industrial, tourism, inquiry, staff",1,2022-01-02 17:45:36,321_employees_staff_voting_representativ...
322,"service, enhances, diminished, render, services",4,2022-01-02 17:45:36,322_service_services_basic_user
323,"expenses, persists, spending, efforts, managed",4,2022-01-02 17:45:36,323_expenses_increase_increased_turnover
324,"covenant, progressed, fulfilled, publicly, apparently",4,2022-01-02 17:45:36,324_covenant_covenants_government_harmon...
326,"transparency, performance, accompanied, reforms, operation",2,2022-01-02 17:45:36,326_transparency_transparent_155_epidemi...
327,"approve, doesn, annex, followed, senate",14,2022-01-02 17:45:36,327_approve_doesn_annex_followed
328,"axis, hunting, hunt, counseling, estimate",2,2022-01-02 17:45:36,328_hunting_hunt_costs_raising
329,"amendments, am, against, mr, president",12,2022-01-02 17:45:36,329_am_against_amendments_mr
330,"explanation, speak, ask, vote, you",4,2022-01-02 17:45:36,330_explanation_speak_ask_vote
331,"family, intrafamily, enucleated, demonization, logic",6,2022-01-02 17:45:36,331_family_fundamental_roles_debased
332,"generals, institute, applications, foreign, civil",8,2022-01-02 17:45:36,332_institute_generals_applications_citi...
333,"happy, acquainted, celebrate, rejoice, career",5,2022-01-02 17:45:36,333_happy_joy_celebrate_celebrating
334,"amended, simultaneous, refer, text, roll",5,2022-01-02 17:45:36,334_amended_simultaneous_120_refer
336,"predictions, distorted, wishful, predicted, predictable",4,2022-01-02 17:45:36,336_predictions_nostradamus_future_predi...
337,"lamorgese, interior, reply, minutes, three",4,2022-01-02 17:45:36,337_reply_minutes_lamorgese_three
338,"ministro, report, permission, mrs, text",6,2022-01-02 17:45:36,338_report_permission_written_text
339,"rapporteur, opinion, assent, whistleblowing, favour",10,2022-01-02 17:45:36,339_rapporteur_opinion_assent_rapporteur...
340,"roll, ballot, simultaneous, refer, call",5,2022-01-02 17:45:36,340_roll_ballot_simultaneous_refer
341,"covid, epidemic, containment, 19, december",5,2022-01-02 17:45:36,341_covid_epidemic_19_decree
342,"proceed, shall, requested, having, vote",1,2022-01-02 17:45:36,342_proceed_shall_split_vote
343,"exploit, bottom, love, aside, differences",3,2022-01-02 17:45:36,343_thank_colleagues_thanks_sincere
344,"impact, expected, negligible, expenses, significant",5,2022-01-02 17:45:36,344_impact_expected_affect_bill
345,"raises, outset, protection, comparable, depend",2,2022-01-02 17:45:36,345_protection_surveillance_personal_pro...
347,"approve, annex, doesn, followed, senate",5,2022-01-02 17:45:36,347_approve_annex_doesn_followed
348,"mediums, filmmakers, forms, creating, convinced",1,2022-01-02 17:45:36,348_film_filmmaking_icelandic_movie
349,"item, draft, debate, 2342, 2341",3,2022-01-02 17:45:36,349_item_draft_debate_next
350,"councilmen, conference, reminds, respect, complain",4,2022-01-02 17:45:36,350_conference_councilmen_board_reminds
351,"zaffini, enlisted, minutes, possibly, hold",2,2022-01-02 17:45:36,351_floor_zanda_zaffini_nugnes
352,"north, submarines, northern, neighbors, states",5,2022-01-02 17:45:36,352_north_northern_countries_experience
353,"data, watches, disinfectant, night, database",8,2022-01-02 17:45:36,353_data_database_subtracts_hospital
355,"explanations, distribution, excluding, hours, 2463",3,2022-01-02 17:45:36,355_excluding_explanations_distribution_...
356,"techs, photographers, beats, prize, baseline",7,2022-01-02 17:45:36,356_work_unorthodox_environment_assistan...
357,"smes, sized, enterprises, medium, microinvestments",4,2022-01-02 17:45:36,357_sized_enterprises_medium_small
358,"explanation, speak, ask, vote, you",2,2022-01-02 17:45:36,358_explanation_speak_ask_vote
359,"income, loss, month, almanachs, 209600",6,2022-01-02 17:45:36,359_income_loss_loads_month
360,"loan, scholarship, students, student, loans",24,2022-01-02 17:45:36,360_student_loan_students_scholarship
361,"liked, schedule, meant, reducing, better",3,2022-01-02 17:45:36,361_liked_would_gotten_postamism
362,"permission, says, icellands, president, by",7,2022-01-02 17:45:36,362_permission_says_president_by
363,"councilmen, thank, beak, discussion, believing",10,2022-01-02 17:45:36,363_councilmen_thank_discussion_council
364,"approve, annex, doesn, followed, senate",3,2022-01-02 17:45:36,364_approve_annex_doesn_followed
365,"poverty, poorer, poor, wealthier, oxfam",7,2022-01-02 17:45:36,365_poverty_poor_poorer_refusing
366,"tyrrhenian, railway, road, genoa, tirrenica",6,2022-01-02 17:45:36,366_mezzogiorno_railway_jubilee_rome
367,"000, bucks, month, 52, 631",6,2022-01-02 17:45:36,367_000_bucks_month_pay
368,"involving, results, natural, interest, public",1,2022-01-02 17:45:36,368_nature_generations_protection_genera...
369,"speech, pretty, thank, senator, you",1,2022-01-02 17:45:36,369_speech_thank_senator_you
370,"loans, britain, unconvinced, credit, rid",4,2022-01-02 17:45:36,370_credit_loans_agent_creditors
371,"warrant, restricted, judges, exact, opinions",3,2022-01-02 17:45:36,371_warrant_frequency_permit_canceled
372,"leaders, conference, timetable, convened, tuesday",4,2022-01-02 17:45:36,372_leaders_conference_timetable_convene...
375,"staff, lack, shortage, finalizing, pollinate",8,2022-01-02 17:45:36,375_staff_lack_shortage_specialized
376,"storm, guarantees, influence, lose, examine",1,2022-01-02 17:45:36,376_geological_fire_sheets_mapping
378,"talking, exactly, re, what, about",4,2022-01-02 17:45:36,378_talking_re_what_about
379,"borist, letter, 7th, thordd, smoke",3,2022-01-02 17:45:36,379_borist_letter_smoke_near
381,"waiting, party, expanding, options, frame",2,2022-01-02 17:45:36,381_waiting_party_expand_expanding
382,"contortionor, forgotten, chance, remember, something",2,2022-01-02 17:45:36,382_forget_remember_memory_forgotten
383,"roll, ballot, simultaneous, tabled, toninelli",5,2022-01-02 17:45:36,383_roll_ballot_simultaneous_tabled
384,"roll, ballot, simultaneous, rule, refer",5,2022-01-02 17:45:36,384_roll_ballot_simultaneous_rule
385,"sardo, azione, partito, salvini, premier",5,2022-01-02 17:45:36,385_premier_salvini_sardo_azione
387,"ban, 1968, arrested, restricted, privacy",2,2022-01-02 17:45:36,387_ban_bans_banned_restricted
389,"crystallization, power, repressive, plurality, mood",4,2022-01-02 17:45:36,389_power_rulers_corrupts_torn
390,"majority, martian, lunar, born, heterogeneous",4,2022-01-02 17:45:36,390_majority_eighteen_born_hemicycle
391,"march, etrs, date, foreseeability, october",9,2022-01-02 17:45:36,391_march_dates_date_etrs
392,"suggestion, rating, lecture, rare, reflects",5,2022-01-02 17:45:36,392_suggestions_suggestion_proposal_öse
393,"approve, annex, doesn, followed, senate",7,2022-01-02 17:45:36,393_approve_annex_doesn_followed
394,"opened, sitting, 16, 11, 31",4,2022-01-02 17:45:36,394_opened_sitting_16_35
395,"open, sitting, 03, 33, 35",3,2022-01-02 17:45:36,395_sitting_open_31_32
396,"macrobizotic, theories, strongest, theory, age",1,2022-01-02 17:45:36,396_biodynamic_biodynamics_biological_or...
397,"fracture, bone, vary, breaks, fractures",2,2022-01-02 17:45:36,397_fracture_fractures_suspected_severit...
398,"doctor, admiration, regarded, nurse, medicines",3,2022-01-02 17:45:36,398_doctor_doctors_patient_patients
400,"approve, annex, doesn, followed, senate",6,2022-01-02 17:45:36,400_approve_annex_doesn_followed
401,"afghan, women, afghanistan, taliban, talents",7,2022-01-02 17:45:36,401_afghan_women_afghanistan_taliban
402,"music, artists, utoon, icelandic, receptors",5,2022-01-02 17:45:36,402_media_artists_icelandic_art
403,"stop, go, obliged, autumn, clean",2,2022-01-02 17:45:36,403_liked_would_crisp_improvement
404,"quickly, speed, receptions, helpers, fast",7,2022-01-02 17:45:36,404_quickly_speed_fast_faster
406,"kingdom, monarchs, merro, extinction, criticizing",4,2022-01-02 17:45:36,406_kingdom_treasure_commune_contended
409,"articles, consists, picked, chapters, directions",3,2022-01-02 17:45:36,409_articles_consists_article_chapters
411,"queues, amendments, deadline, pharmacies, swabs",2,2022-01-02 17:45:36,411_tabling_amendments_deadline_relation
413,"2022, 2026, 31, dated, 11th",5,2022-01-02 17:45:36,413_2026_2022_completed_schedule
415,"fiber, optics, hurrying, placing, milu",1,2022-01-02 17:45:36,415_fiber_optics_optic_opticization
417,"step, ahead, direction, steps, take",3,2022-01-02 17:45:36,417_step_bit_epochs_forward
419,"approve, annex, doesn, followed, senate",3,2022-01-02 17:45:36,419_approve_annex_doesn_followed
420,"approve, annex, doesn, followed, senate",6,2022-01-02 17:45:36,420_approve_annex_doesn_followed
422,"intend, speak, representative, members, general",6,2022-01-02 17:45:36,422_intend_speak_representative_members
423,"item, deputies, draft, approved, debate",3,2022-01-02 17:45:36,423_item_deputies_draft_approved
424,"gray, seysardir, areas, grey, inexplicability",3,2022-01-02 17:45:36,424_gray_areas_grey_qualify
425,"hate, hatred, speech, crimes, conducts",5,2022-01-02 17:45:36,425_hatred_hate_speech_expression
426,"thank, 276, bill, much, prime",7,2022-01-02 17:45:36,426_thank_bill_much_minister
427,"answer, thank, senator, you, roughly",4,2022-01-02 17:45:36,427_answer_thank_senator_you
428,"loan, million, paid, borrower, payments",16,2022-01-02 17:45:36,428_loan_million_loans_payments
429,"antipsychotics, antipsychotic, sedatives, homes, nursing",3,2022-01-02 17:45:36,429_antipsychotics_antipsychotic_drugs_m...
430,"telecommunications, administered, command, christmas, contain",1,2022-01-02 17:45:36,430_personal_protection_assessment_peron...
433,"timelines, summer, environment, briefly, cross",2,2022-01-02 17:45:36,433_environment_charter_cared_environmen...
434,"engage, effectively, expansion, rapidly, aside",1,2022-01-02 17:45:36,434_resilience_recovery_plan_national
436,"approve, annex, doesn, followed, senate",6,2022-01-02 17:45:36,436_approve_annex_doesn_followed
437,"nominal, ballot, simultaneous, refer, whole",3,2022-01-02 17:45:36,437_nominal_ballot_simultaneous_refer
438,"answers, ways, thank, much, clear",1,2022-01-02 17:45:36,438_answers_thank_much_very
439,"overall, books, induction, profits, society",1,2022-01-02 17:45:36,439_landowners_land_grid_reapers
440,"funds, specialized, regulation, operators, management",4,2022-01-02 17:45:36,440_funds_regulation_operators_investmen...
441,"davíðsdóttir, dögg, eva, investigated, constitution",2,2022-01-02 17:45:36,441_signed_constitution_investigated_ple...
443,"quality, control, monitoring, flexible, poke",7,2022-01-02 17:45:36,443_quality_monitoring_flexibility_contr...
445,"ndc, nc, misto, quegliariello, eu",3,2022-01-02 17:45:36,445_misto_nc_ndc_iac
446,"complicated, simple, nothing, more, rest",5,2022-01-02 17:45:36,446_complicated_nothing_than_simple
447,"roll, ballot, simultaneous, rule, refer",3,2022-01-02 17:45:36,447_roll_ballot_simultaneous_rule
448,"133, waiting, diagnostic, children, costly",3,2022-01-02 17:45:36,448_adhd_waiting_children_behavioral
449,"floor, minutes, pharaoh, respond, russa",2,2022-01-02 17:45:36,449_floor_minutes_respond_two
450,"dictates, quarterly, conference, longer, due",3,2022-01-02 17:45:36,450_meeting_length_10th_4th
452,"disease, prevention, communicative, infestation, intercept",7,2022-01-02 17:45:36,452_disease_prevention_epidemic_control
453,"approve, annex, doesn, followed, senate",7,2022-01-02 17:45:36,453_approve_annex_doesn_followed
454,"starving, subfundation, apocalyptic, overpowering, fed",6,2022-01-02 17:45:36,454_starving_food_noodles_hungry
455,"effect, already, comes, into, oxygen",5,2022-01-02 17:45:36,455_effect_already_comes_into
456,"roll, ballot, simultaneous, rule, refer",5,2022-01-02 17:45:36,456_roll_ballot_simultaneous_rule
457,"comments, minutes, approved, were, since",4,2022-01-02 17:45:36,457_comments_minutes_approved_were
459,"community, prison, service, rate, sentenced",31,2022-01-02 17:45:36,459_community_prison_service_rate
460,"consideration, heartfelt, question, senator, mind",4,2022-01-02 17:45:36,460_question_senator_thank_word
463,"representative, intend, reply, intervene, courtroom",4,2022-01-02 17:45:36,463_intend_representative_intervene_repl...
464,"answer, thank, senator, you, for",1,2022-01-02 17:45:36,464_answer_thank_senator_you
465,"innovation, handsomely, icelandic, innovations, basics",3,2022-01-02 17:45:36,465_innovation_epidemic_icelandic_icelan...
466,"word, dictionaries, hadn, contents, reasoning",4,2022-01-02 17:45:36,466_word_acronym_words_used
469,"intervention, shifting, boast, organic, strength",3,2022-01-02 17:45:36,469_interventions_intervention_tension_m...
470,"81, 5th, expressed, contrary, constitution",2,2022-01-02 17:45:36,470_5th_81_contrary_expressed
471,"inquiry, thank, senator, you, restoring",5,2022-01-02 17:45:36,471_inquiry_thank_senator_you
472,"decision, political, commend, criticize, secondary",6,2022-01-02 17:45:36,472_political_decision_politics_militari...
474,"jurisdiction, teach, constitution, model, doesn",1,2022-01-02 17:45:36,474_constitution_touching_charter_adapta...
476,"telecommunications, network, communications, brochure, reducing",3,2022-01-02 17:45:36,476_communications_telecommunications_te...
479,"education, suggest, general, committee, 2nd",11,2022-01-02 17:45:36,479_education_suggest_general_committee
480,"incompatibility, profiles, obligations, entered, toll",2,2022-01-02 17:45:36,480_profiles_incompatibility_obligations...
481,"against, am, mr, president, this",1,2022-01-02 17:45:36,481_against_am_mr_president
482,"emissions, 55, 2030, greenhouse, reduction",4,2022-01-02 17:45:36,482_emissions_55_2030_reduction
483,"explanation, speak, ask, vote, you",1,2022-01-02 17:45:36,483_explanation_speak_ask_vote
