Topic,Count,Name,Representation,Representative_Docs
77,190,77_closed_debate_fdi_president,"['closed', 'debate', 'fdi', 'president', 'sp', 'az', 'psd', 'fibp', 'mixed', 'presidency']","['PRESIDENT. -The debate is closed. Of course.', 'President. -The debate is closed.', 'President. -The debate is closed.']"
78,188,78_welfare_committee_suggest_referred,"['welfare', 'committee', 'suggest', 'referred', 'matter', 'discussion', 'bill', 'got', 'hope', 'department']","[""I just hope it's all going to work out well with a welfare committee."", 'I think all of this is a very good thing to do. The welfare committee.', 'When this discussion is over, we ask for it. The welfare committee.']"
79,188,79_thank_thanking_minister_prime,"['thank', 'thanking', 'minister', 'prime', 'start', 'much', 'highest', 'want', 'very', 'her']","['Thank you very much. Prime Minister.', 'I want to start by thanking the highest. Prime Minister for taking this report on the program.', 'I want to start by thanking the highest. Prime Minister for this fine matter has been presented here.']"
80,188,80_peace_diplomacy_diplomatic_war,"['peace', 'diplomacy', 'diplomatic', 'war', 'pacifism', 'ceasefire', 'peaceful', 'bombs', 'conflict', 'immediate']","['Otherwise it would not be peace and it would not be a true peace.', 'Peace and work are now possible, President!', 'Long enough for us to make peace, only in a certain way, where there is no peace, there is no peace.']"
81,185,81_ships_ship_boat_sailors,"['ships', 'ship', 'boat', 'sailors', 'boats', 'rolls', 'vessels', 'crew', 'safety', 'design']","['No one can get more than four hand rolls on a fishing ship.', ""The bill to fix the ships' seas also contains regulations regarding the time of work and the rest of the ship."", 'At the 16th and 17th. The bill is presented with related rules regarding the minimum number of ship managers and motor operators to be on board fishing ships, based on this design and requirements for the size and power of the ships.']"
82,184,82_ballot_tabled_simultaneous_refer,"['ballot', 'tabled', 'simultaneous', 'refer', 'amendment', 'senators', 'vote', 'garnero', 'by', 'santanchè']","['I refer to the vote by simultaneous ballot of amendment 8.0.3 tabled by Senator Zaffini and other senators.', 'I refer to the vote by simultaneous ballot of amendment 1.2, tabled by Senator Ciriani and other senators.', 'I refer to the vote by simultaneous ballot of amendment 1.9, tabled by Senator Ciriani and other senators.']"
83,182,83_police_officers_enforcement_officer,"['police', 'officers', 'enforcement', 'officer', 'surveillance', 'cameras', 'investigators', 'crime', 'policeman', 'increase']","[""I've had that message, including.... from the police, and ahead are meeting with the National Police Association, along with police officers and other officials, where I will review and appreciate these matters."", 'I challenge the Minister of Justice to reform it and to ensure that the voice of police officers, professionals, will be heard in the future police council and make needed changes to the council so that the police will be represented there in the future.', ""With a new police council, the police officer's position of cooperation on the future and the police policy for the coming years was established.""]"
84,180,84_drugs_drug_addiction_abuse,"['drugs', 'drug', 'addiction', 'abuse', 'addicts', 'punishing', 'addictive', 'substances', 'possession', 'punishment']","['Are we talking drugs or something?', 'These are things we can handle and prevent by going in the way that other nations have taken possession of drugs used to abuse drugs, i.e. to stop punishing users of drugs.', 'I then feel that drugs are a major threat to society, and we are supposed to do all we can to control their spread, warn that people use drugs, and face the tragic tragedy of drug abuse for individuals and the community as a whole, the terrible social and economic cost of drugs.']"
85,174,85_generals_generalis_general_respect,"['generals', 'generalis', 'general', 'respect', 'surveillance', 'agent', 'disrespect', 'role', 'president', 'disrespectful']","['This has been a talk about the respect of the Generals.', ""I'd like more respect for the Generals' work."", 'Do they have no respect for the Generals?']"
86,171,86_gas_russia_russian_dependence,"['gas', 'russia', 'russian', 'dependence', 'dependent', 'pipeline', 'supplies', 'imports', 'cubic', 'energy']","[""It is clear to everyone that the Ukrainian Russian conflict and Europe's strong dependence on Russian gas have imposed on the Presidents of the European Union a change of strategy on energy policy, also in order to reduce dependence on Russia."", 'Measures after the Russian-Ukrainian crisis for gas emergency and measures to increase short-term security and to reduce and eliminate the dependence of imports from Russia are also positive.', 'Minister, you know a lot better than I do that we have been in the situation of being dependent on Russia, from the point of view of gas.']"
87,170,87_deadline_extended_extension_2022,"['deadline', 'extended', 'extension', '2022', 'months', 'december', '31', 'extend', 'application', '12']","['You should meet these parties and extend your application deadline, and it is appropriate to be extended to March 1, 2022.', 'With law No. 2/2022 was an application deadline for maintenance strength due to November extension to March 1, 2022.', 'Therefore, the majority suggest that the application deadline due to August 2021 to November 2021 is limited to 30 June 2022, according to the application deadline for the month between December 2021 and March 2022.']"
88,167,88_respectable_president_dignified_yes,"['respectable', 'president', 'dignified', 'yes', 'virus', 'sir', 'epidemic', 'mind', 'dust', 'broken']","['This is important to me, a respectable president.', ""It's a very clear, respectable president."", 'I say no, a respectable president.']"
89,165,89_prison_prisons_prisoners_prisoner,"['prison', 'prisons', 'prisoners', 'prisoner', 'inmates', 'penitentiary', 'police', 'overcrowding', 'guards', 'cprs']","['There are too few cases of prison and prison interests that are discussed, and this is not a popular subject.', 'It can be in the prison system or in many other places.', 'The problem is that not all prison institutions are able to offer this service to prisoners.']"
